Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult Arrest,2021,10/22/21,19,e9412d75ee287ed29953be9926d917a985949a94,1b629ae551537e8846548ac72abf568e646dd15d,26,407,4D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,206,2D,395300,138000,38.91,-77.054,206,2D,395300,138000,38.91,-77.054
Adult Arrest,2021,10/22/21,19,17abaa1f4df4a90bad4de388b9182c7bcd73b09d,2333c99e3a95df1fe085ed8bd721ea709d2df13a,34,NA,,BLACK,NOT HISPANIC,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),706,7D,400600,129600,38.834,-76.994,706,7D,400600,129600,38.834,-76.994
Adult Arrest,2021,10/22/21,19,fc35f1bb3e3ca50ab478092daa7221ca8064fe6c,3e2ce2cf76760e6f431b0aba68f4e2192da7064b,18,708,7D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,706,7D,400600,129500,38.834,-76.993,706,7D,400600,129500,38.834,-76.993
Adult Arrest,2021,10/22/21,19,52b66f7db54289adb4b7b531c8bc3e2a4473f15c,fd78693471c9267f5a4d7ae93a6ddbaf1ee05ea5,30,702,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,403200,131600,38.852,-76.964,702,7D,403200,131600,38.852,-76.964
Adult Arrest,2021,10/22/21,19,eafe00a1845b8317b67c974e583369599563906f,8024473db2a136261171a00e3f636772dd33cd7a,26,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,102,1D,NA,NA,NA,NA,102,1D,NA,NA,NA,NA
Adult Arrest,2021,10/22/21,20,3e77639c294c74ab67ed8b8304a7b2adf9eb2807,37d02158137b8ef0d33e5fd7146779064d9d7117,38,607,6D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,NA,,1223500,413100,40.989,-67.201,107,1D,401400,135500,38.888,-76.983
Adult Arrest,2021,10/22/21,20,011886dfb4198947338362cf655927a54f9de4ad,270fdab6cf349ef7ff2b64c8c6b40a1e9d3dec09,33,NA,,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,704,7D,402700,131000,38.847,-76.968,704,7D,402700,131000,38.847,-76.968
Adult Arrest,2021,10/22/21,21,e11c334b60ae9ba0080425958c8adb14b33ae50b,f3802a5b4a69fe92d489766fe6d2eafcb4f0467f,35,401,4D,BLACK,NOT HISPANIC,MALE,Kidnapping,Kidnapping,405,4D,398600,140200,38.93,-77.016,403,4D,398600,143200,38.956,-77.017
Adult Arrest,2021,10/22/21,22,69c4615ffe2eca066f0dbbda8f43cfb1168e835d,aeb0bb2a5ed2e931171d515fef2217f80ef1fc76,18,601,6D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,704,7D,401500,131000,38.847,-76.983,704,7D,401500,131000,38.847,-76.983
Adult Arrest,2021,10/23/21,0,ae3c0009a72ed7c4b685d1a5641006018b873fba,e1bede524ae689e0455dc16c0f31cb986ca3986e,29,707,7D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,707,7D,400100,130700,38.845,-76.999,707,7D,400100,130700,38.845,-76.999
Adult Arrest,2021,10/23/21,0,91b0e9213bddde29bd173810d2c42cf5a518e51e,59e4cfbba5c86acafbeec53bd7c1ddc0716307be,34,703,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,305,3D,397900,138800,38.917,-77.025,305,3D,397900,138800,38.917,-77.025
Adult Arrest,2021,10/23/21,0,2c526e5fa43b758a93520b87f0b6bad1829e030b,69ba8a0235bf1f80b334009f7d966b27708d10b7,34,604,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,602,6D,406300,137700,38.907,-76.928,602,6D,406300,137700,38.907,-76.928
Adult Arrest,2021,10/23/21,1,a4d59198f82374326a929c3ffc8dbd94b05ba486,82eb838f06c59d5742c77325a1d946f6c0d5ecd1,32,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,208,2D,396200,138300,38.913,-77.044,208,2D,396200,138300,38.913,-77.044
Adult Arrest,2021,10/23/21,1,298f0104ed926e82fd3ad4a7406b9a571635bab4,31206b26a1a4dcb64d4904f964115ef430ef8ba4,28,708,7D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property Less Than $1000,NA,,NA,NA,NA,NA,702,7D,403100,131500,38.851,-76.964
Adult Arrest,2021,10/23/21,4,1fc0244739225a188a47989b567bf7e2b0ea9635,57fb8c08a10dc7a10c6e5dd8eb0affa4c0000543,34,405,4D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,106,1D,400300,134700,38.88,-76.997,106,1D,400200,134700,38.88,-76.997
Adult Arrest,2021,10/23/21,4,c76646ae8597b8d538ca05a22c7e60ed09024ff9,e7d5c255cd5ffc457e024fed24b12f4f631f8c1d,23,NA,,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,403,4D,396900,143000,38.955,-77.036,403,4D,396900,143000,38.955,-77.036
Adult Arrest,2021,10/23/21,4,7c1e8e4246f02534826c6b0bcb101092e63c033c,f3b4f4c2aa38f8d95e531c585673b68532898738,31,704,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,704,7D,402400,130700,38.844,-76.973,704,7D,402400,130700,38.844,-76.973
Adult Arrest,2021,10/23/21,6,3339194527d89b6d9c3a98801e8a7f7e7d5136de,3eff648bedb8f39b14bb413d097017fe87c911ac,24,NA,,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property $1000 Or More,301,3D,397200,138700,38.916,-77.032,301,3D,397200,138700,38.916,-77.032
Adult Arrest,2021,10/23/21,7,4fe565fef00c16314a68d39b81523ae5f0c43f90,00918e900fb7c2be3777bb6416c1cfea5207f03b,24,NA,,BLACK,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Bench Warrant,503,5D,402300,138600,38.915,-76.974,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2021,10/23/21,7,588249f6f1c1065dc256b1afdce9edf729071925,7d02fa5aed0711c567f9bee820d616197ecb3002,42,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,306,3D,398200,138900,38.918,-77.021,306,3D,398200,138900,38.918,-77.021
Adult Arrest,2021,10/23/21,8,cad6f23e88d3d7e08cab4e577ccb6bc2957d8989,2d9666ff82f0b8d5e9c99b61e36d4c63ba05b698,23,NA,,BLACK,UNKNOWN,MALE,Theft,Theft Second Degree (all Other Larceny),102,1D,399000,136900,38.9,-77.012,102,1D,399000,136900,38.9,-77.012
Adult Arrest,2021,10/23/21,9,c78ebe058df8550432f3c23392bf057769c097fa,0edd76cdf9e118f20b5fa20ab30de6a498c5e780,63,704,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,704,7D,401400,131000,38.847,-76.983,704,7D,401400,131000,38.847,-76.983
Adult Arrest,2021,10/23/21,9,a0819e0c7360c9c60ab7850a0c563104cc0afc34,e2c2daad6befd21a6e2bc4b0a0370d8e356dd7d7,23,304,3D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (all Other Larceny),409,4D,397900,140900,38.936,-77.024,409,4D,397900,140900,38.936,-77.024
Adult Arrest,2021,10/23/21,10,071610b90a39ed1d055db16e698f197d88e881ca,8ba475e2f5496bd1bbe835a3ca9903b2390e2f2c,36,505,5D,BLACK,UNKNOWN,MALE,Other Crimes,Unlawful Entry,209,2D,397600,136300,38.894,-77.028,209,2D,397600,136300,38.894,-77.028
Adult Arrest,2021,10/23/21,10,db8c29fe0cc778d9292f270082bd67ad121b9102,1182e79879d986cb183be3b3e6065fdcbc7a2bf0,58,407,4D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,407,4D,397900,142100,38.947,-77.025,407,4D,397900,142100,38.947,-77.025
Adult Arrest,2021,10/23/21,10,d79ee9ee0fdd6b1b8adc6b8111e426e9336c02ef,9ad9a5bafd8f4a3957db7619518e4fcd59860fc3,48,605,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft First Degree (all Other Larceny),505,5D,400800,139200,38.921,-76.991,505,5D,400800,139200,38.921,-76.991
Adult Arrest,2021,10/23/21,10,1756ebfa3e8ec010b9deef6b262acf51c956154a,08598dee8f764e23f6a2e4b6e9151c1175bdbc9b,25,602,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,401500,136500,38.896,-76.982,507,5D,401500,136500,38.896,-76.982
Adult Arrest,2021,10/23/21,11,59a7374472a90763d3472c4172d4724033b3f2c0,ae4bcd21f014a8654e875c5919a098d014149ea4,26,605,6D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,604,6D,406300,134800,38.881,-76.927,604,6D,406300,134800,38.881,-76.927
Adult Arrest,2021,10/23/21,13,d072642b728d7d10ee857e6246b0ab16fb71ea6f,f09b7e0e9702473221ab5011b423bdd1856b368b,23,505,5D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,701,7D,401200,132400,38.86,-76.987,701,7D,401200,132400,38.86,-76.987
Adult Arrest,2021,10/23/21,14,4e705df3b6de330429b0c82f0a0dfe1cf8674585,678a08b1b6ac08c5a21382cdd5770a7fd9f5a877,35,507,5D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property $1000 Or More,507,5D,401700,136500,38.896,-76.981,507,5D,401700,136500,38.896,-76.981
Adult Arrest,2021,10/23/21,15,91dfde4dce8d9878238097d77285780cf4602519,d7e0c70490e90f965efc3e6a217912436d19a7c9,26,602,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,601,6D,404500,137000,38.901,-76.948,602,6D,405400,136800,38.899,-76.938
Adult Arrest,2021,10/23/21,16,2dcbce1746cfc9dd98d2f11889641b823d5b9f64,936479829c05446b79f388688c4a41850a6becce,31,604,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Permit Suspended-oas,604,6D,NA,NA,NA,NA,604,6D,407000,135300,38.886,-76.919
Adult Arrest,2021,10/23/21,16,3f9a87147992bfd6aa26842a572c348719874df9,761f22119ffeff4fa7857c089cec484cf6b761ed,36,605,6D,BLACK,UNKNOWN,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,603,6D,404300,136200,38.893,-76.95,603,6D,404300,136200,38.893,-76.95
Adult Arrest,2021,10/23/21,16,93fd10e4116198046c60d2b2301ef613a583f16c,c73ac4f34440e127215c549b4c055d3b5ade2e6c,37,703,7D,BLACK,UNKNOWN,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,605,6D,403500,133500,38.87,-76.96,605,6D,403500,133500,38.87,-76.96
Adult Arrest,2021,10/23/21,16,56577a624345961266aa2e71e4ae9d8ee061a250,35e413631fcb3448f662091b8e3bf20803882697,47,NA,,BLACK,UNKNOWN,MALE,Theft,Theft Second Degree (all Other Larceny),708,7D,399100,128300,38.822,-77.01,708,7D,399100,128300,38.822,-77.01
Adult Arrest,2021,10/23/21,16,c9b9e7521267b095ce4709ca33e8ece9be18bff2,2966fbe8d9da9665ee190d4194322f6c6c6cb44f,32,705,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Leaving After Colliding- Property Damage,507,5D,401600,136300,38.894,-76.981,104,1D,400800,137100,38.901,-76.99
Adult Arrest,2021,10/23/21,17,5f2bc487b7bb89d5a58db60cb8eb3970d59edd61,18c563404aa65a5eb1788ecefa0b2657bba0fac3,37,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,707,7D,399900,131100,38.848,-77.001,707,7D,399900,131100,38.848,-77.001
Adult Arrest,2021,10/23/21,17,7ecf87f422cd3362fc9b14bce0e6a8a683275d0c,03470077ee0c7126e4d67fc982c330509613d4b9,26,303,3D,WHITE,NOT HISPANIC,MALE,Kidnapping,Kidnapping,208,2D,395900,138700,38.916,-77.047,208,2D,395900,138700,38.916,-77.047
Adult Arrest,2021,10/23/21,18,c138e49a2853b05c4d7cac9fe1dfe54d8e23a76a,77726b94de06ee98757f3e50a862915e650bcb5c,36,104,1D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,507,5D,402200,137000,38.901,-76.975,507,5D,402200,137000,38.901,-76.975
Adult Arrest,2021,10/23/21,18,9aadb895e9d0466b456a4cc37e57e21a1a1f7e48,ce4be97b67dcc656a92c77b816ead2d52a79cab5,69,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,305,3D,397400,138800,38.917,-77.03,305,3D,397600,138800,38.917,-77.027
Adult Arrest,2021,10/23/21,18,c138e49a2853b05c4d7cac9fe1dfe54d8e23a76a,48b0122e9767e1cd81f66d69ee0a11d11ca78fc5,34,NA,,BLACK,NOT HISPANIC,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,507,5D,402200,137000,38.901,-76.975,507,5D,402200,137000,38.901,-76.975
Adult Arrest,2021,10/23/21,18,15c83a350823ff14beb5d7df1c828060258f003b,d28922547a1bd58838cbb1cfbe82855d17a38cac,23,NA,,BLACK,HISPANIC,MALE,Damage to Property,Destruction Of Property Less Than $1000,NA,,NA,NA,NA,NA,401,4D,397100,144700,38.971,-77.034
Adult Arrest,2021,10/23/21,19,6385b7c158214d72130dc99035c1b02d39c91ee8,9a54af8f618f4099adbdbb3daaa4d30a52c22c9c,43,NA,,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,503,5D,403100,140800,38.935,-76.964,503,5D,403100,140800,38.935,-76.964
Adult Arrest,2021,10/23/21,19,e8538b8145ee664fe8f865dcc21f3d4cdf57ae3a,110cc3154b31781490a5e0f397bcddc5e268c6b4,38,NA,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,603,6D,403800,136500,38.896,-76.956,603,6D,403800,136500,38.896,-76.956
Adult Arrest,2021,10/23/21,19,b34583c8728ff2bdf8e0fbe770f1ffcae0b08a2b,55b9fa932fc1e14b26325c6a9028cbf71b874bfe,33,604,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,406,4D,399600,144400,38.967,-77.005,406,4D,399600,144400,38.967,-77.005
Adult Arrest,2021,10/23/21,20,50b975cc28531dcb39970e2d9eb2bc294f206954,e94d191d6fa5c4c60d966dd9cd118540262b402f,23,605,6D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,702,7D,402600,131700,38.853,-76.97,702,7D,402600,131700,38.853,-76.97
Adult Arrest,2021,10/23/21,20,560ebb215b1415212be9798cdd64daf7fef38d68,9bfc206de7c70b4c62dbb984cf4c4951fa51c28b,50,502,5D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,106,1D,399300,134300,38.876,-77.009,106,1D,399300,134300,38.876,-77.009
Adult Arrest,2021,10/23/21,20,dad8dddbeddbbb151b807aa26c60400c7c6597d3,c4b5bcb50be7e583adbe7932f8a07a81eeb3ba15,66,403,4D,OTHER,HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,403,4D,397500,142900,38.954,-77.028,403,4D,397500,142900,38.954,-77.028
Adult Arrest,2021,10/23/21,21,4ebfcaa9b8f8439e359d9459436565a23596c7a7,3ecf2735f62021cf1f854accddecf3a609191cb2,22,707,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,305,3D,397300,138700,38.916,-77.032,305,3D,397300,138700,38.916,-77.032
Adult Arrest,2021,10/23/21,22,06479e62907d82577d82c4789884d2010f3ddd39,7b1c16d7db6da39f934259bb4f94877e5a12321d,19,NA,,OTHER,NOT HISPANIC,MALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,208,2D,396400,137600,38.907,-77.041,208,2D,396400,137600,38.907,-77.041
Adult Arrest,2021,10/23/21,22,06479e62907d82577d82c4789884d2010f3ddd39,d3bce249a214883296ea41f46119d32a0bc83558,19,NA,,WHITE,NOT HISPANIC,MALE,Other Crimes,Misrepresent Age To Enter Abc Establishment,208,2D,396400,137600,38.907,-77.041,208,2D,396400,137600,38.907,-77.041
Adult Arrest,2021,10/23/21,22,4b09815a16d3a590fc8b3ec629fc712497b0d46f,68315f439f4d4242d942ef4ca1e0db0b2509fc58,24,NA,,BLACK,HISPANIC,MALE,Homicide,Murder I,606,6D,403000,131900,38.855,-76.965,606,6D,402800,132400,38.86,-76.968
Adult Arrest,2021,10/23/21,22,dfafa3ffe83bbbdae6d24f131d4355c897a1553d,42c9f07646f7b2048ba8da3bef6dcef2a5e2ca59,28,NA,,WHITE,NOT HISPANIC,MALE,Burglary,Burglary Two,204,2D,395200,140000,38.928,-77.056,204,2D,395200,140000,38.928,-77.055
Adult Arrest,2021,10/24/21,0,d25ffcd4cb39aa23bf0acc9739f3414c610f5f12,08c98b91ee52ad9f3e7426d9fd3c332aff2cc7e9,31,NA,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,308,3D,398400,137800,38.908,-77.018,308,3D,398400,137800,38.908,-77.018
Adult Arrest,2021,10/24/21,0,ff9714f4958954882781d0621833f2de6eaff334,fdc8fd8b638c487cdfe6fb61e2d84f10feadd8d9,36,101,1D,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,503,5D,403000,139000,38.919,-76.966,503,5D,403000,139000,38.919,-76.966
Adult Arrest,2021,10/24/21,0,5565f4919c7afc99f802562be3a04be80c8b4783,5be588a2ee5d9582d08da16f6835c4152021e265,18,403,4D,WHITE,HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,403,4D,397300,143600,38.96,-77.031,403,4D,397300,143600,38.96,-77.031
Adult Arrest,2021,10/24/21,0,3652fabc1cd125bd937e52ae7477eee9d6fad70c,c32a00934ac0728aad869ebb4ef77a05782bea83,42,703,7D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,708,7D,399300,129200,38.831,-77.008,708,7D,399300,129200,38.831,-77.008
Adult Arrest,2021,10/24/21,0,ff9714f4958954882781d0621833f2de6eaff334,b93c77a56f074951ba28ce555fc9d19db3e13403,29,NA,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,503,5D,403000,139000,38.919,-76.966,503,5D,403000,139000,38.919,-76.966
Adult Arrest,2021,10/24/21,1,4757aa513bef28949ebd6fad00dd455b4bea9b50,738818b24b579e08a5564fa0a756acdff188b7bb,24,NA,,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,503,5D,402400,139000,38.919,-76.972,503,5D,402400,139000,38.919,-76.972
Adult Arrest,2021,10/24/21,1,ae1b08aa7689bf6847d47769db6d1d8343fd8a86,47740db9565756b1a9d0918590c6c5d53eb9c739,29,409,4D,UNKNOWN,HISPANIC,MALE,Simple Assault,Simple Assault,409,4D,398400,140300,38.93,-77.019,409,4D,398400,140300,38.93,-77.019
Adult Arrest,2021,10/24/21,2,0e9d714ac86d1f02e292e5d6b086f0d8779fd8ba,566f187cb6502eac3885364bd7e90eb63be02b04,35,402,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,402,4D,NA,NA,NA,NA,402,4D,398300,144500,38.968,-77.02
Adult Arrest,2021,10/24/21,3,50fee0a4556ec8110071dde452b59831d289d0e6,a1c2c03d47101887d6f1126e38e125885c632823,40,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,605,6D,404600,133300,38.867,-76.947,605,6D,404600,133300,38.867,-76.947
Adult Arrest,2021,10/24/21,3,ab35a25d9b0de3911b3bd95771757ec277aed987,af05ebeefec04b57a7cbec991a404865572b9a62,30,108,1D,UNKNOWN,UNKNOWN,MALE,Traffic Violations,Counterfeit Tags,208,2D,396300,137900,38.909,-77.042,208,2D,396300,137900,38.909,-77.042
Adult Arrest,2021,10/24/21,5,30290ec32eb440168392dbb82afa39e4ce85fe26,45fd873d88845bb31f84fa9a015d4ee1a7e19736,33,605,6D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,605,6D,403100,134200,38.875,-76.964,605,6D,403100,134200,38.875,-76.964
Adult Arrest,2021,10/24/21,6,8e21a67a06e74e7c45b1f57f5e93353852a6ca4d,d483945c06e48e13216704e4bd21a247d3d55497,22,607,6D,BLACK,UNKNOWN,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,607,6D,402200,133000,38.865,-76.974,607,6D,402200,133000,38.865,-76.974
Adult Arrest,2021,10/24/21,8,a5063a2ebff68cbef3656918594143c7acaf1fe7,3c1b51674e53de328a01d2eae2f71cf684c1f711,39,501,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,507,5D,402100,137300,38.904,-76.975,507,5D,402100,137300,38.904,-76.975
Adult Arrest,2021,10/24/21,8,d4045a08575acd748ad47ec4acdc313b7a3db6a9,89110c69c08d27c63fbb77c2d30cac554f5ca5cc,30,NA,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,307,3D,398000,137900,38.909,-77.023,307,3D,398000,137900,38.909,-77.023
Adult Arrest,2021,10/24/21,10,8c65e161b55d03c5da2e3c385a05ecfba3314774,ce4d92589c92281b1e4bdad74c064df34b3c81fa,26,408,4D,WHITE,HISPANIC,MALE,Other Crimes,Unlawful Entry,302,3D,397200,140100,38.928,-77.032,302,3D,397200,140100,38.928,-77.032
Adult Arrest,2021,10/24/21,11,1a84dd563077791fc64ed953bd4400a070e5e2a7,03e165a15573bc463839b544089f6599943d82ac,35,107,1D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,702,7D,402800,131700,38.853,-76.968,702,7D,402800,131700,38.853,-76.968
Adult Arrest,2021,10/24/21,12,1d2395c5b960ffb970faef4b02187eb13fcab4d7,266ae9d1dac3417600db5c267146209f7b3f4592,20,406,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,401600,136900,38.9,-76.982,507,5D,401600,136900,38.9,-76.982
Adult Arrest,2021,10/24/21,13,83014ac8e8ece00b216bf920e2f6d61393a1b5ad,ebb9987f7b9a3ce07b1937feffd639bbb9a524b1,33,308,3D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,308,3D,398700,138500,38.914,-77.015,308,3D,398700,138500,38.914,-77.015
Adult Arrest,2021,10/24/21,13,6034d56d036841934205094b2778e348d3981dfe,5a807deb76aee368491c9720f8885822d9e20b8f,54,603,6D,BLACK,UNKNOWN,FEMALE,Traffic Violations,Speeding and reckless driving,603,6D,404600,136100,38.893,-76.947,603,6D,404600,136100,38.893,-76.947
Adult Arrest,2021,10/24/21,14,711fb6b8a6748cb5f6ab6850ad83dbfdd3cafb88,fc56f4bf5f3670372d34fb12644fd2ff98fbe244,43,404,4D,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,404,4D,397200,141300,38.939,-77.032,404,4D,397200,141300,38.939,-77.032
Adult Arrest,2021,10/24/21,15,d999e69e79424f7b7c60c24a96e7bc1f966f9111,73092843d369a955041d92889d687d1bd806f608,34,405,4D,WHITE,HISPANIC,FEMALE,Simple Assault,Simple Assault,405,4D,399500,141800,38.944,-77.006,405,4D,399500,141800,38.944,-77.006
Adult Arrest,2021,10/24/21,16,4bfc3cea95143860839f9fd682cb68c0ce0d6f65,69754e55b0b569cc2e37e219132ece2b638bad2f,32,705,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,608,6D,405300,136000,38.892,-76.938,608,6D,405300,136000,38.892,-76.938
Adult Arrest,2021,10/24/21,17,a86645da86b7ff27dbbfbc232553910795426b1c,fd87dc73b98839f05452353e29c779e227dd65cd,20,302,3D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,302,3D,396900,139900,38.927,-77.035,302,3D,396900,139900,38.927,-77.035
Adult Arrest,2021,10/24/21,17,8902c9057a09484fbda5df1726a20689141ce574,073df15931ab11c928ccc49f669bfc9e3266baa0,41,NA,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,305,3D,397400,138800,38.917,-77.031,305,3D,397400,138800,38.917,-77.031
Adult Arrest,2021,10/24/21,20,770b3d613c8ca7bbd0fdb1509c71fb0ddab7d6fb,20a8e5b7249922cedb225d91257634b10530217b,50,304,3D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,304,3D,397900,139700,38.925,-77.024,304,3D,397900,139700,38.925,-77.024
Adult Arrest,2021,10/24/21,20,5d6b70c4dc44750efa90c4a892793110051513c8,22af8dd2a8dc9e0a67a1a41bcdc23aa949607810,26,404,4D,OTHER,HISPANIC,MALE,Sex Offenses,Second Degree Sex Abuse of a Minor (F),404,4D,396800,141300,38.939,-77.037,404,4D,396800,141300,38.939,-77.037
Adult Arrest,2021,10/24/21,21,f22079d2475c621d313c4e62eba0a0de7f62ffa7,1b79a8470b1093cd0b20c9b1b6dded561a283673,31,NA,,UNKNOWN,UNKNOWN,MALE,Other Crimes,Unlawful Entry,207,2D,397100,136600,38.897,-77.033,207,2D,397100,136600,38.897,-77.033
Adult Arrest,2021,10/24/21,21,7c9521ff92a0084eb2b6f8c69358ed54cd12694b,491e2fec9363c19868ccb9d833cf517ebe5b7c05,36,605,6D,BLACK,UNKNOWN,FEMALE,Theft,Theft Second Degree (all Other Larceny),507,5D,401600,137000,38.901,-76.982,507,5D,401600,137000,38.901,-76.982
Adult Arrest,2021,10/24/21,21,9d6e56982efeca8882e4a619127b3ced5c2042f8,ea0717e9fa2279fe61782a599d6eb816c69660f2,48,401,4D,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,302,3D,397700,140400,38.932,-77.027,302,3D,397700,140400,38.932,-77.027
Adult Arrest,2021,10/24/21,22,2a3394f386da11ee78f1dd00a7c7be3431a7362f,1b9ca72e7d1df039765140334fe75febef46d97c,19,402,4D,BLACK,NOT HISPANIC,MALE,Aggravated Assault,Assault With Significant Bodily Injury,NA,,NA,NA,NA,NA,207,2D,397000,137300,38.904,-77.035
Adult Arrest,2021,10/24/21,22,b8a6050cffe3f5413cd1e09a8763677588db37aa,7dbc8e3b88ccd95124a9b1ba69bb4d56bf027eb3,40,501,5D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,702,7D,401800,132100,38.857,-76.98,702,7D,401800,132100,38.857,-76.98
Adult Arrest,2021,10/24/21,23,c4a9924123b192392b4d8c0a60a749b89adb12bb,d59c51d40354a371cd88fc27be9617fcc7bba243,36,506,5D,BLACK,NOT HISPANIC,MALE,Sex Abuse,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),506,5D,401200,138600,38.915,-76.986,405,4D,401400,142200,38.947,-76.984
Adult Arrest,2021,10/24/21,23,e6dd6f0ad0bd2be4b3a94cdc282c326c1db89dc8,af39dc303b6d1261f75c352926feab3d6bb281d7,56,102,1D,BLACK,UNKNOWN,MALE,Property Crimes,Unauthorized Use Of A Vehicle,506,5D,401000,137100,38.902,-76.988,506,5D,401000,137100,38.902,-76.988
